category,panel,idx,file,meta_path,true,true_label,score,pred,pred_label,threshold_for_sort
TN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_002_plastic_good_RPi_CM3_270_png.rf.1483e9d42ad1f000b52432949a7cd69a_panel.png,22,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_270_png.rf.1483e9d42ad1f000b52432949a7cd69a.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_270_png.rf.1483e9d42ad1f000b52432949a7cd69a.json,0,good,0.03595967963337898,0,good,0.03842219337821007
TN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_003_plastic_good_RPi_CM3_329_png.rf.5627ba92f40f5f0437ff99070cca9a13_panel.png,35,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_329_png.rf.5627ba92f40f5f0437ff99070cca9a13.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_329_png.rf.5627ba92f40f5f0437ff99070cca9a13.json,0,good,0.03625253960490227,0,good,0.03842219337821007
TN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_004_plastic_good_RPi_CM3_238_png.rf.b2305f94db605460a2350d3c15fbc966_panel.png,16,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_238_png.rf.b2305f94db605460a2350d3c15fbc966.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_238_png.rf.b2305f94db605460a2350d3c15fbc966.json,0,good,0.0362936295568943,0,good,0.03842219337821007
TN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_005_plastic_good_RPi_CM3_138_png.rf.228407d6204dc809d40834584fa98adc_panel.png,5,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_138_png.rf.228407d6204dc809d40834584fa98adc.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_138_png.rf.228407d6204dc809d40834584fa98adc.json,0,good,0.036460693925619125,0,good,0.03842219337821007
TN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_006_plastic_good_RPi_CM3_292_png.rf.07bd63ca6eb2268cb378b2655177d652_panel.png,23,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_292_png.rf.07bd63ca6eb2268cb378b2655177d652.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_292_png.rf.07bd63ca6eb2268cb378b2655177d652.json,0,good,0.036499299108982086,0,good,0.03842219337821007
TN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_007_plastic_good_RPi_CM3_312_png.rf.0baa1e0046b75b114f21069abf03d3e3_panel.png,31,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_312_png.rf.0baa1e0046b75b114f21069abf03d3e3.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_312_png.rf.0baa1e0046b75b114f21069abf03d3e3.json,0,good,0.03681046888232231,0,good,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_008_plastic_good_RPi_CM3_23_png.rf.b985dc572bbd299b1702060ce16c4982_panel.png,17,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_23_png.rf.b985dc572bbd299b1702060ce16c4982.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_23_png.rf.b985dc572bbd299b1702060ce16c4982.json,0,good,0.03866784647107124,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_009_plastic_good_RPi_CM3_339_png.rf.224453d23f6aff89c30cab0c5263e34e_panel.png,37,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_339_png.rf.224453d23f6aff89c30cab0c5263e34e.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_339_png.rf.224453d23f6aff89c30cab0c5263e34e.json,0,good,0.03869325667619705,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_010_plastic_good_RPi_CM3_137_png.rf.d1771762d2c5b70fc33100deeb7a4187_panel.png,4,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_137_png.rf.d1771762d2c5b70fc33100deeb7a4187.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_137_png.rf.d1771762d2c5b70fc33100deeb7a4187.json,0,good,0.038732074201107025,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_011_plastic_good_RPi_CM3_316_png.rf.1e263f0f8c26f7c84a33b9cdc9fccee9_panel.png,32,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_316_png.rf.1e263f0f8c26f7c84a33b9cdc9fccee9.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_316_png.rf.1e263f0f8c26f7c84a33b9cdc9fccee9.json,0,good,0.0392693355679512,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_012_plastic_good_RPi_CM3_30_png.rf.7142148c3094413869f12bc4b25f11fa_panel.png,30,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_30_png.rf.7142148c3094413869f12bc4b25f11fa.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_30_png.rf.7142148c3094413869f12bc4b25f11fa.json,0,good,0.03927271440625191,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_013_plastic_good_RPi_CM3_97_png.rf.3cae285ae2bb6737b235f3b9bc3d07d7_panel.png,50,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_97_png.rf.3cae285ae2bb6737b235f3b9bc3d07d7.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_97_png.rf.3cae285ae2bb6737b235f3b9bc3d07d7.json,0,good,0.039442278444767,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_014_plastic_good_RPi_CM3_133_png.rf.24a2aa97d00e604234708243458a0b0c_panel.png,3,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_133_png.rf.24a2aa97d00e604234708243458a0b0c.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_133_png.rf.24a2aa97d00e604234708243458a0b0c.json,0,good,0.03960905596613884,1,anomaly,0.03842219337821007
FP,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_015_plastic_good_RPi_CM3_122_png.rf.a8ed524477d84d83b5111369669edf5e_panel.png,0,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\good\plastic_good_RPi_CM3_122_png.rf.a8ed524477d84d83b5111369669edf5e.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\good\plastic_good_RPi_CM3_122_png.rf.a8ed524477d84d83b5111369669edf5e.json,0,good,0.03962806239724159,1,anomaly,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_008_plastic_bad_RPi_CM3_370_png.rf.e4adfedf99f8445aca34bc7c0c63b1ad_panel.png,91,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_370_png.rf.e4adfedf99f8445aca34bc7c0c63b1ad.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_370_png.rf.e4adfedf99f8445aca34bc7c0c63b1ad.json,1,anomaly,0.038166407495737076,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_009_plastic_bad_RPi_CM3_111_png.rf.6a123336921276e64910e5e2b35466a8_panel.png,53,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_111_png.rf.6a123336921276e64910e5e2b35466a8.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_111_png.rf.6a123336921276e64910e5e2b35466a8.json,1,anomaly,0.03813626989722252,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_010_plastic_bad_RPi_CM3_246_png.rf.561edde2489363171122890a6b8df4da_panel.png,71,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_246_png.rf.561edde2489363171122890a6b8df4da.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_246_png.rf.561edde2489363171122890a6b8df4da.json,1,anomaly,0.037640396505594254,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_011_plastic_bad_RPi_CM3_38_png.rf.464027d772ce6afba964a7833ae8ff6e_panel.png,95,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_38_png.rf.464027d772ce6afba964a7833ae8ff6e.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_38_png.rf.464027d772ce6afba964a7833ae8ff6e.json,1,anomaly,0.037617277354002,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_012_plastic_bad_RPi_CM3_386_png.rf.e76c4cf1a964381ea41c9c51821d2739_panel.png,94,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_386_png.rf.e76c4cf1a964381ea41c9c51821d2739.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_386_png.rf.e76c4cf1a964381ea41c9c51821d2739.json,1,anomaly,0.037556443363428116,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_013_plastic_bad_RPi_CM3_112_png.rf.f468105ced44f306e42f9540cc0ccf90_panel.png,54,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_112_png.rf.f468105ced44f306e42f9540cc0ccf90.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_112_png.rf.f468105ced44f306e42f9540cc0ccf90.json,1,anomaly,0.03747070953249931,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_014_plastic_bad_RPi_CM3_123_png.rf.addf18253c3e1a300d8be03cee845e99_panel.png,57,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_123_png.rf.addf18253c3e1a300d8be03cee845e99.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_123_png.rf.addf18253c3e1a300d8be03cee845e99.json,1,anomaly,0.03737659379839897,0,good,0.03842219337821007
FN,runs\fcdd_tp26_plastic_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_015_plastic_bad_RPi_CM3_33_png.rf.2148ecc4201f4e86fdc34f908fee5df9_panel.png,88,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_fcdd_ready\test\anomaly\plastic_bad_RPi_CM3_33_png.rf.2148ecc4201f4e86fdc34f908fee5df9.jpg,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\TP26_plastic_polar_cache_reflect_v1\meta\test\anomaly\plastic_bad_RPi_CM3_33_png.rf.2148ecc4201f4e86fdc34f908fee5df9.json,1,anomaly,0.036657821387052536,0,good,0.03842219337821007
