category,panel,idx,file,meta_path,true,true_label,score,pred,pred_label,threshold_for_sort
TN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\TN\good_007_good_0015_panel.png,14,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0015.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0015.json,0,good,0.07949092984199524,0,good,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_008_good_0022_panel.png,21,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0022.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0022.json,0,good,0.08848658204078674,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_009_good_0007_panel.png,6,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0007.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0007.json,0,good,0.08851093053817749,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_010_good_0031_panel.png,30,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0031.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0031.json,0,good,0.0885431319475174,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_011_good_0025_panel.png,24,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0025.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0025.json,0,good,0.08917877823114395,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_012_good_0014_panel.png,13,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0014.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0014.json,0,good,0.09051362425088882,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_013_good_0032_panel.png,31,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0032.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0032.json,0,good,0.09091959148645401,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_014_good_0023_panel.png,22,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0023.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0023.json,0,good,0.0918097198009491,1,anomaly,0.08835622668266296
FP,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FP\good_015_good_0006_panel.png,5,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\good\good_0006.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\good\good_0006.json,0,good,0.09223628044128418,1,anomaly,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_008_bad1_0029_panel.png,74,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad1\bad1_0029.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad1\bad1_0029.json,1,anomaly,0.0883333683013916,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_009_bad4_0029_panel.png,193,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad4\bad4_0029.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad4\bad4_0029.json,1,anomaly,0.08814261853694916,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_010_bad1_0022_panel.png,67,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad1\bad1_0022.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad1\bad1_0022.json,1,anomaly,0.08805324137210846,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_011_bad4_0031_panel.png,195,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad4\bad4_0031.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad4\bad4_0031.json,1,anomaly,0.0877893716096878,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_012_bad3_0033_panel.png,148,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad3\bad3_0033.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad3\bad3_0033.json,1,anomaly,0.08765118569135666,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_013_bad1_0001_panel.png,46,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad1\bad1_0001.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad1\bad1_0001.json,1,anomaly,0.08764685690402985,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_014_bad3_0038_panel.png,153,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad3\bad3_0038.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad3\bad3_0038.json,1,anomaly,0.08755329251289368,0,good,0.08835622668266296
FN,runs\fcdd_polar_reflect_v1\supervisor_report\heatmap_examples_categories\FN\anomaly_015_bad3_0025_panel.png,140,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd\test\anomaly\bad3\bad3_0025.png,C:\Users\Jakub\Desktop\skola new\Tímový projekt\dataset_splits\ae_fcdd_polar_cache_reflect_v1\meta\test\anomaly\bad3\bad3_0025.json,1,anomaly,0.08750778436660767,0,good,0.08835622668266296
